('asp-4', 'C35E7.11')
('hasp-1', 'T10H9.1')
('B0432.13', 'nhr-4')
('dvc-1', 'F02D8.4')
('asna-1', 'F53F1.4')
('F08G2.7', 'kcnl-4')
('F10G7.5', 'gst-31')
('ztf-11', 'nhr-116')
('snrp-200', 'marc-4')
('snr-5', 'mks-3')
('ung-1', 'rga-6')
('ect-2', 'chil-14')
('mig-32', 'sre-4')
('K04G7.1', 'F35C5.11')
('C29F7.3', 'irld-11')
('ears-1', 'unc-9')
('bam-2', 'flp-9')
('Y51H4A.15', 'hif-1')
('dbr-1', 'nhr-63')
('hda-1', 'ZK899.7')
('T09B9.1', 'flp-13')
('F08G12.1', 'R10F2.4')
('atg-7', 'phat-2')
('pptr-2', 'F54H12.8')
('F54A3.6', 'C27A2.5')
('hcf-1', 'glb-19')
('slc-17.2', 'ccep-290')
('cif-1', 'C06E4.2')
('dpl-1', 'kvs-4')
('lsy-2', 'K02A6.3')
('tag-261', 'F14D7.12')
('npp-1', 'VM106R.1')
('fbxb-77', 'C44B11.6')
('F18C5.10', 'T14B4.8')
('C40A11.3', 'sol-1')
('cyd-1', 'rpl-10')
('dcr-1', 'mup-2')
('mlc-4', 'osm-12')
('C02B10.5', 'T05C12.8')
('hmp-2', 'unc-119')
('egl-44', 'C41G7.7')
('ZK418.5', 'lag-1')
('rars-1', 'cey-1')
('sas-6', 'sptf-1')
('pssy-1', 'Y47D3B.6')
('Y39B6A.3', 'egal-1')
('clpf-1', 'lurp-4')
('Y39B6A.33', 'T24H10.4')
('prp-21', 'lagr-1')
('eftu-2', 'srz-4')
('F19G12.1', 'ZK1236.9')
('B0025.4', 'F09G2.8')
('mnr-1', 'cfz-2')
('pan-1', 'col-77')
('K04C2.3', 'egl-4')
('F59B2.8', 'ctn-1')
('orc-5', 'gpa-14')
('C41D11.3', 'srg-51')
('F11G11.4', 'daf-38')
('fbxb-35', 'F48F7.5')
('F09E8.2', 'asp-6')
('ttll-5', 'ceh-19')
('K07F5.16', 'rft-1')
('Y41E3.8', 'W09G12.10')
('tsp-14', 'H10D18.5')
('rsp-8', 'nhr-132')
('C33D9.6', 'R11D1.7')
('ash-2', 'C30G7.2')
('C11D2.7', 'E02A10.4')
('bath-10', 'vdac-1')
('rrc-1', 'C56E6.4')
('prmt-1', 'nhr-157')
('sas-4', 'tni-1')
('Y39B6A.36', 'F10E9.10')
('atg-5', 'dgk-3')
('R02D3.3', 'rpl-3')
('F08B4.7', 'oct-2')
('Y71H2AM.6', 'pqn-73')
('mics-1', 'dmd-10')
('sri-11', 'C14B1.3')
('F49B2.9', 'lad-2')
('lact-7', 'K02A6.2')
('gsp-2', 'Y26D4A.5')
('ncx-3', 'srz-60')
('F26F4.6', 'his-71')
('cdc-42', 'srh-30')
('C33D9.13', 'osm-1')
('Y66D12A.8', 'nhr-187')
('mff-1', 'bbs-1')
('daf-16', 'F26E4.3')
('B0432.10', 'T23B12.11')
('lsm-8', 'tba-9')
('K08F4.3', 'B0024.15')
('tiar-1', 'F32D8.15')
('xpo-1', 'T05A8.5')
('rae-1', 'F15A8.6')
('ocr-4', 'F52B10.3')
('Y65B4A.1', 'nhr-190')
('ska-1', 'C03F11.4')
('ctc-1', 'test-1')
('uggt-1', 'Y51H4A.1')
('C01G10.10', 'ncx-5')
('arx-4', 'sod-5')
('rbm-22', 'snn-1')
('R186.3', 'Y37D8A.16')
('imb-1', 'pkc-2')
('Y62E10A.6', 'let-607')
('Y40B1A.1', 'tni-4')
('skr-20', 'C42C1.2')
('lin-37', 'ZC443.2')
('zyg-9', 'dhs-9')
('ceh-90', 'rig-6')
('T22C1.3', 'ram-2')
('Y87G2A.1', 'cnnm-3')
('mdt-31', 'iglr-1')
('C35D10.7', 'F49H12.4')
('lin-40', 'cyn-3')
('fbxb-18', 'fox-1')
('ZK783.7', 'tub-1')
('Y57G11C.51', 'sti-1')
('lin-65', 'F46G11.4')
('spr-5', 'B0563.7')
('lin-36', 'Y17G7B.22')
('tra-2', 'F09F9.4')
('mls-2', 'C34B2.9')
('wrb-1', 'F01E11.3')
('emb-4', 'F02E11.7')
('exo-3', 'F35H12.1')
('yop-1', 'ehs-1')
('ced-3', 'F22B5.4')
('teg-4', 'F26A10.1')
('F38B7.3', 'K03B4.4')
('cki-1', 'taf-7.1')
('kbp-5', 'Y55B1BR.1')
('pph-4.1', 'hsp-16.2')
('let-19', 'ift-81')
('clr-1', 'sri-7')
('tra-4', 'cil-7')
('C32C4.3', 'srg-53')
('Y46H3C.7', 'gpcp-2')
('igcm-1', 'nlp-53')
('C05A9.2', 'rps-17')
('unc-71', 'cdc-37')
('csa-1', 'mlc-2')
('K11B4.1', 'W07E11.1')
('gck-1', 'F40E10.5')
('Y54F10BM.13', 'T19E7.6')
('nap-1', 'F46F2.5')
('R02F2.9', 'srh-146')
('cul-2', 'arrd-28')
('F52A8.1', 'amt-3')
('T23H2.3', 'F22F1.2')
('F56H9.2', 'T06E4.14')
('slx-1', 'npr-34')
('cfp-1', 'nhx-5')
('klp-12', 'R11G10.2')
('mep-1', 'C14E2.5')
('pot-1', 'T02D1.4')
('smk-1', 'T18D3.6')
('enu-3.1', 'nhr-1')
('fmi-1', 'osm-5')
('Y49A10A.2', 'bbs-2')
('tag-151', 'Y95B8A.6')
('cutl-20', 'F49C5.7')
('F59E12.9', 'Y116A8C.40')
('F53G2.1', 'Y102A11A.9')
('iars-2', 'B0416.3')
('K07E3.2', 'zig-4')
('trap-3', 'arrd-17')
('sma-1', 'mnm-2')
('npp-6', 'M02B1.2')
('dhs-13', 'nhr-125')
('C07H6.4', 'nhr-46')
('C35D10.6', 'chp-1')
('T19H5.4', 'lec-4')
('dtmk-1', 'T05H10.8')
('Y39B6A.13', 'F57B9.8')
('sep-1', 'fbxc-15')
('sars-1', 'Y56A3A.7')
('R53.4', 'sri-31')
('F28B3.6', 'C09G1.5')
('trpp-1', 'npr-8')
('mtm-3', 'F48E3.2')
('B0432.9', 'nhr-286')
('C27C12.4', 'rsbp-1')
('R07E5.1', 'Y62H9A.13')
('C35D10.17', 'dmd-9')
('lap-1', 'C16D9.6')
('cyn-10', 'M163.5')
('dss-1', 'F40A3.4')
('pcyt-1', 'ser-7')
('pqn-80', 'ZC328.3')
('Y57G11C.43', 'sri-19')
('ZK686.3', 'F40F8.12')
('kbp-4', 'srz-37')
('dph-1', 'tmem-17')
('cyp-44A1', 'hsp-12.3')
('T24E12.13', 'col-65')
('fust-1', 'T26G10.5')
('dhs-22', 'R02D5.6')
('hbl-1', 'tiam-1')
('Y77E11A.7', 'snt-7')
('Y54F10AR.2', 'tyra-2')
('H24G06.1', 'mkk-4')
('T10C6.6', 'nlp-8')
('unc-116', 'vha-11')
('mdt-22', 'tmem-138')
('B0511.6', 'ZK121.2')
('cyn-15', 'glb-14')
('scc-1', 'T05G5.1')
('T05B11.7', 'C32D5.7')
('C36E8.1', 'glb-9')
('W04A4.5', 'vha-8')
('F30A10.9', 'egg-4')
('M03C11.8', 'grk-2')
('C45G3.3', 'gpa-11')
('wars-1', 'nhr-283')
('F11E6.7', 'F58H10.1')
('fbxc-29', 'Y76A2B.5')
('F42G9.1', 'nhr-61')
('taf-13', 'unc-108')
('D1054.3', 'fipr-7')
('Y34D9A.3', 'C23H3.9')
('C01A2.4', 'Y102A11A.7')
('F44E5.1', 'K03A1.4')
('rsf-1', 'tps-2')
('exos-7', 'F57G8.5')
('xpc-1', 'K09E9.7')
('prp-31', 'tnc-2')
('pole-1', 'nac-3')
('F55C9.5', 'srsx-34')
('chat-1', 'hlh-13')
('C05C12.1', 'amt-2')
('lsm-4', 'dop-5')
('mrp-1', 'C34B4.5')
('gex-3', 'F38E11.6')
('vps-34', 'srx-84')
('E01A2.8', 'EEED8.2')
('psf-2', 'C34E11.2')
('zhit-1', 'ubh-1')
('gpr-1', 'fbxa-13')
('alh-4', 'gopc-1')
('F58D2.3', 'srg-48')
('lrch-1', 'str-89')
('mrpl-23', 'T05B9.2')
('F54C8.7', 'vha-12')
('aly-2', 'C36B1.11')
('cox-11', 'Y106G6G.4')
('adr-2', 'C14H10.3')
('mpst-3', 'C26D10.6')
('mans-2', 'tsp-3')
('cni-1', 'spe-29')
('usp-39', 'npr-23')
('ctg-1', 'cyn-7')
('T23G5.3', 'Y69H2.17')
('myrf-1', 'cwp-4')
('C25G4.2', 'T10B10.4')
('ilys-4', 'Y38E10A.8')
('C46H3.2', 'C04F12.7')
('R119.5', 'srv-31')
('Y53C10A.5', 'T10H10.2')
('ZK1127.12', 'aexr-2')
('dot-1.1', 'ZC443.3')
('pdi-6', 'F40E12.1')
('fat-4', 'pqn-48')
('C17G1.5', 'C05D11.13')
('mob-2', 'gly-20')
('rfp-1', 'lec-1')
('imp-2', 'rps-14')
('cic-1', 'hsp-12.2')
('C05C8.5', 'nhr-196')
('ekl-4', 'rip-1')
('T22H9.1', 'H10E21.5')
('unc-75', 'F32B4.1')
('npp-15', 'srh-28')
('T13H5.8', 'C29F4.3')
('Y82E9BR.14', 'zip-2')
('snx-27', 'C04E6.13')
('F26A1.1', 'H06I04.6')
('atic-1', 'gem-1')
('jmjd-1.2', 'R12A1.3')
('sfxn-2', 'cyp-34A6')
('nfyb-1', 'kin-4')
('F44G4.2', 'rskn-1')
('ruvb-2', 'Y72A10A.1')
('tomm-22', 'D2092.8')
('Y67H2A.2', 'hhat-2')
('dnc-6', 'Y38F1A.4')
('F38A5.2', 'srz-67')
('Y54E2A.10', 'mai-1')
('emr-1', 'T10B10.8')
('F35G12.7', 'srz-94')
('uev-1', 'acs-19')
('pfd-1', 'fath-1')
('agt-2', 'F38B2.2')
('fkb-7', 'Y38F1A.2')
('R13A5.11', 'lipl-6')
('nmy-2', 'gcy-33')
('F44E2.7', 'M03F8.5')
('R09B3.2', 'add-2')
('F46H5.4', 'glb-6')
('tac-1', 'cah-5')
('C27A12.2', 'vem-1')
('fntb-1', 'D1007.3')
('smc-6', 'trk-1')
('rnr-1', 'T01G6.1')
('F44G4.1', 'kvs-1')
('cdc-25.1', 'F41H10.1')
('sacy-1', 'elo-4')
('C01F6.14', 'C39B10.1')
('cTel55X.1', 'glf-1')
('mcm-3', 'gar-2')
('sec-31', 'C41A3.2')
('mrps-5', 'C05G5.1')
('gop-3', 'aman-3')
('C17C3.5', 'nhr-48')
('ZK1320.7', 'sulp-8')
('fbxb-10', 'F47B10.8')
('pop-1', 'F22H10.6')
('npp-10', 'C16D2.2')
('ZK1127.4', 'R12E2.15')
('cogc-4', 'F09F9.1')
('F45E4.6', 'nlp-6')
('C53A3.2', 'C04G6.4')
('rde-12', 'F26A1.19')
('mdt-30', 'F49C5.4')
('lin-28', 'act-5')
('Y54G2A.23', 'aakg-3')
('Y54G2A.18', 'C18E3.4')
('T23B5.3', 'nlp-1')
('tos-1', 'jph-1')
('nstp-4', 'nhr-30')
('pap-1', 'glb-24')
('C18A3.9', 'aipr-1')
('F36F2.8', 'che-6')
('fdps-1', 'K08H2.7')
('F02E9.10', 'K05F1.13')
('T07F10.3', 'Y45F10D.10')
('mtr-4', 'Y37E3.8')
('T05A7.3', 'nhr-96')
('hrpf-2', 'cdf-2')
('mrp-6', 'madd-4')
('impk-1', 'F54C1.6')
('let-413', 'rps-26')
('rbbp-5', 'ddo-2')
('Y65A5A.1', 'igeg-2')
('src-2', 'hmr-1')
('K11G12.6', 'F47B8.3')
('lin-13', 'B0198.3')
('F49C12.11', 'K02E10.6')
('hpo-8', 'npr-7')
('C23G10.8', 'D2092.6')
('nsun-4', 'C06E7.2')
('let-767', 'dmsr-1')
('F52D10.2', 'nhr-281')
('pcp-5', 'C48B4.3')
('ZK287.1', 'W05H7.1')
('sax-2', 'asp-1')
('npp-11', 'M01H9.4')
('rnp-7', 'gst-15')
('ztf-18', 'K01D12.9')
('F58H1.5', 'F30H5.5')
('K09H9.2', 'lim-4')
('klp-18', 'T03G6.1')
('tol-1', 'C56G2.4')
('alg-2', 'C38H2.3')
('chpf-1', 'Y34F4.2')
('mdt-4', 'nhr-180')
('dnc-5', 'flp-19')
('sax-3', 'sma-9')
('gfl-1', 'cam-1')
('fcp-1', 'ZC449.4')
('lin-15A', 'Y37A1B.7')
('pfn-1', 'rhgf-2')
('blos-9', 'fut-6')
('K07C11.4', 'unc-96')
('F10C2.5', 'Y22D7AL.7')
('Y69A2AR.32', 'cbn-1')
('C13F10.5', 'H17B01.5')
('F53C3.13', 'nekl-4')
('parp-1', 'F01E11.18')
('ced-7', 'F21F8.5')
('ptp-1', 'T24A6.7')
('unc-112', 'gpa-2')
('nhr-183', 'C31H1.1')
('ZK1248.11', 'R12E2.14')
('ubc-16', 'ifb-2')
('ztf-3', 'ZK669.5')
('ribo-1', 'Y105C5B.25')
('sdz-14', 'hint-3')
('ccr-4', 'C14E2.4')
('C27F2.8', 'pes-7')
('ZK484.4', 'ins-35')
('ent-2', 'T24D5.2')
('tbc-3', 'rla-1')
('dsh-1', 'aex-2')
('psf-1', 'npr-26')
('atg-2', 'elo-3')
('ears-2', 'flp-24')
('clec-196', 'ZK370.6')
('inso-1', 'ncx-1')
('lact-3', 'Y43F4A.1')
('F54C4.4', 'T28F3.9')
('emb-1', 'pmk-3')
('dnj-25', 'ephx-1')
('W09G3.1', 'scd-2')
('Y39B6A.34', 'fat-1')
('tag-65', 'sol-2')
('sec-6', 'nhr-71')
('C11H1.2', 'glna-3')
('adsl-1', 'T20F5.4')
('exc-4', 'maco-1')
('K07C5.6', 'uev-2')
('rsr-1', 'R05D7.1')
('ZK792.4', 'F19C7.1')
('Y23H5A.3', 'C53C9.2')
('sld-2', 'F52D10.4')
('dop-2', 'srt-70')
('cec-3', 'wrt-3')
('sorf-1', 'nhr-20')
('fbxb-48', 'F11D5.1')
('eif-3.B', 'B0303.7')
('trm-1', 'C35A5.11')
('F31C3.3', 'C34F6.5')
('psf-3', 'C35A5.10')
('pms-2', 'cat-1')
('rgs-9', 'R11.2')
('tap-1', 'T22D1.17')
('F40G9.5', 'F59B8.1')
('F53C11.3', 'C56E10.3')
('sca-1', 'rpl-11.2')
('Y54G9A.9', 'ador-1')
('psd-1', 'Y65B4BL.6')
('natc-1', 'F28C6.9')
('sel-9', 'F26D2.13')
('H24K24.3', 'ipla-7')
('mrpl-28', 'D2023.3')
('cdk-4', 'glc-4')
('bud-31', 'egl-36')
('pqn-53', 'col-118')
('K04F10.7', 'gst-7')
('Y94H6A.8', 'gsa-1')
('fbxc-40', 'unc-7')
('Y25C1A.8', 'ztf-26')
('iglr-2', 'cyn-17')
('pxd-1', 'unc-80')
('F58A4.6', 'lpin-1')
('F59C12.4', 'B0034.1')
('K07E3.1', 'nlr-1')
('rpb-12', 'K02A2.5')
('ain-1', 'dpf-2')
('F25H8.2', 'C17F4.11')
('R10E4.9', 'cutl-28')
('ccar-1', 'Y113G7B.11')
('C13F10.6', 'ZC239.6')
('cogc-8', 'C05E11.3')
('aph-2', 'C30F2.2')
('F33H2.2', 'Y34F4.5')
('Y104H12D.4', 'cwn-2')
('tba-1', 'C02D5.2')
('mdf-1', 'Y71H10B.1')
('dnj-29', 'Y26D4A.17')
('dro-1', 'fbxl-1')
('rom-1', 'zer-1')
('vps-51', 'sprr-2')
('tag-51', 'F47B8.2')
('par-3', 'tatn-1')
('mat-2', 'gcy-11')
('npp-18', 'ZK180.5')
('W05B5.1', 'npr-18')
('K03H1.7', 'clec-194')
('let-721', 'F56D2.8')
('F10E9.11', 'arf-3')
('brc-1', 'srg-30')
('grsp-2', 'R05G6.9')
('mecr-1', 'F43C9.2')
('mdt-11', 'oac-41')
('cpsf-2', 'osm-6')
('rfc-2', 'T06D8.2')
('D1043.1', 'nhr-203')
('Y18H1A.2', 'D2096.6')
('H14E04.2', 'irld-34')
('glrx-3', 'syg-2')
('C25A1.4', 'npr-31')
('spon-1', 'tram-1')
('ssup-72', 'K02E10.7')
('F15D4.5', 'plc-1')
('rol-6', 'F38E9.6')
('T24B8.4', 'dre-1')
('phf-10', 'cat-4')
('nbet-1', 'irk-3')
('pabp-2', 'T28F3.8')
('mom-5', 'C50D2.2')
('ulp-1', 'T27E4.7')
('epg-7', 'T25E4.1')
('rpb-9', 'F37C4.5')
('thoc-3', 'R13H7.2')
('pola-1', 'srab-14')
('npr-29', 'F41G3.18')
('F29G9.1', 'B0207.2')
('K07A1.3', 'ZK816.1')
('eif-3.G', 'C47E8.11')
('emb-5', 'rps-25')
('R05D11.9', 'F25H2.7')
('rsp-7', 'cdh-9')
('C06A5.3', 'pqn-32')
('mog-5', 'ZK455.5')
('T23G11.7', 'T21C9.11')
('bir-1', 'D1007.15')
('exos-1', 'F53B1.4')
('sds-22', 'vps-45')
('daf-15', 'sri-45')
('Y23H5B.6', 'ndx-1')
('csn-4', 'F42E11.3')
('prp-6', 'fhod-1')
('erg-28', 'col-125')
('rnp-6', 'K01A12.2')
('cbp-1', 'sdz-24')
('met-2', 'ncs-5')
('mtx-2', 'F33A8.7')
('coh-4', 'srh-136')
('F13G3.7', 'paa-1')
('W03H9.2', 'lec-2')
('C35D10.8', 'ZC196.9')
('Y69A2AR.21', 'clec-67')
('rpb-6', 'C09E9.1')
('Y110A2AL.4', 'T27E4.1')
('nuaf-1', 'npr-17')
('C30B5.4', 'F47F2.1')
('sft-1', 'srd-23')
('B0361.3', 'rps-7')
('F10E9.4', 'C44B11.4')
('T05E11.8', 'F36A4.1')
('ent-6', 'jun-1')
('F53H1.1', 'mtrr-1')
('Y53C12A.10', 'F40F8.5')
('lin-54', 'gar-1')
('R05D3.2', 'K09E2.1')
('rnp-1', 'C03C10.5')
('ufl-1', 'nlp-21')
('sig-7', 'F21A3.2')
('gop-2', 'C39D10.6')
('ssl-1', 'ZC581.3')
('Y66D12A.10', 'igcm-2')
('cogc-2', 'aps-2')
('Y67H2A.7', 'C34B4.3')
('R144.12', 'C18D4.6')
('F13E9.1', 'T26C5.5')
('hat-1', 'W03F9.4')
('C33A11.2', 'nsy-7')
('F18H3.1', 'egg-5')
('aqp-10', 'F20A1.4')
('mdt-10', 'acl-12')
('madf-8', 'arrd-18')
('F40F11.3', 'alr-1')
('T28A11.22', 'T12A7.2')
('F53A2.3', 'Y37E11AL.6')
('taf-5', 'grl-15')
('piki-1', 'T02C12.5')
('C44B7.11', 'B0250.18')
('T28F4.1', 'K10C8.4')
('C16A3.5', 'F34D10.3')
('spt-5', 'F23D12.1')
('F54D5.9', 'inos-1')
('M02D8.3', 'bpl-1')
('H06I04.3', 'F40H3.1')
('dsb-2', 'gcy-28')
('C03H5.3', 'ubql-1')
('F19F10.12', 'cyp-25A4')
('C18D11.3', 'rpl-21')
('gly-10', 'cct-4')
('rfc-1', 'nhr-10')
('Y23H5A.2', 'unc-17')
('alg-1', 'F46G10.1')
('sart-3', 'K10G9.2')
('B0491.1', 'unc-57')
('mec-15', 'T11B7.2')
('pqn-65', 'F08G5.3')
('fbxa-67', 'W02F12.2')
('emb-30', 'sru-39')
('rab-11.1', 'kcnl-3')
('cdk-8', 'rpl-28')
('skr-16', 'Y57G11C.5')
('F52C12.6', 'rga-1')
('patr-1', 'dlk-1')
('ile-1', 'acc-4')
('micu-1', 'npr-19')
('dcap-1', 'flp-4')
('C16A3.2', 'T10D4.6')
('mcm-2', 'glb-21')
('cutl-9', 'Y17D7B.2')
('C27A2.8', 'H03A11.1')
('F59A2.5', 'lgc-14')
('cca-1', 'rab-37')
('T04D1.2', 'frpr-13')
('F56A8.4', 'nhr-154')
('taf-9', 'F19C6.3')
('T05H4.10', 'gei-13')
('rnp-5', 'jip-1')
('ttll-4', 'dhs-7')
('dna-2', 'ser-5')
('dph-3', 'T28B11.1')
('B0495.5', 'F59D12.2')
('spr-2', 'glb-17')
('hda-6', 'rab-5')
('cps-6', 'osm-9')
('rnf-113', 'rpl-22')
('Y39A1A.3', 'F37A8.5')
('rga-4', 'T01D1.4')
('EGAP2.1', 'T18D3.5')
('F10C5.2', 'C16D2.1')
('dpt-1', 'par-1')
('K11D12.12', 'glb-23')
('F17A9.2', 'D2007.1')
('JC8.2', 'aha-1')
('Y116A8C.9', 'mdh-2')
('T28C6.10', 'Y57A10A.26')
('ceh-38', 'Y32G9B.1')
('let-858', 'tpa-1')
('pph-5', 'rps-8')
('her-1', 'srxa-15')
('Y76B12C.3', 'K01D12.1')
('bra-2', 'btbd-10')
('R173.3', 'gpb-2')
('thoc-7', 'rnf-5')
('tiar-2', 'T28D9.1')
('csn-1', 'K08E7.6')
('paxt-1', 'T23F2.2')
('rha-1', 'nhr-214')
('rbx-2', 'R13H4.8')
('mib-1', 'srh-276')
('mbk-1', 'ZC434.3')
('smg-3', 'Y45G5AM.3')
('T01B10.5', 'myo-1')
('T07A9.8', 'C55C3.8')
('vha-2', 'tofu-2')
('C16C10.4', 'eva-1')
('cht-1', 'Y37F4.5')
('C02F5.3', 'soc-2')
('dnj-30', 'C36C9.5')
('gkow-1', 'acs-22')
('T09A5.7', 'nex-3')
('spp-22', 'oig-1')
('nasp-1', 'frpr-8')
('E02D9.1', 'F31E3.2')
('F08F8.4', 'nhr-49')
('xrn-2', 'T05C3.2')
('R151.8', 'C25E10.10')
('C34B2.8', 'T05C7.4')
('B0464.6', 'egl-9')
('lpl-1', 'Y55F3BL.6')
('sao-1', 'hot-1')
('C47B2.2', 'T06E4.10')
('C03H12.1', 'D1053.4')
('kbrl-1', 'fbp-1')
('cpf-2', 'myo-3')
('gip-2', 'sto-2')
('C04F5.8', 'ahr-1')
('apn-1', 'DH11.5')
('Y53F4B.13', 'srt-62')
('eri-7', 'aakb-1')
('cdk-11.1', 'pitp-1')
('F56B3.4', 'F32D8.12')
('anoh-2', 'ZK180.7')
('Y47D9A.1', 'sue-1')
('F49C12.9', 'cpn-1')
('K07F5.14', 'nhr-272')
('eef-1A.2', 'T22E5.1')
('tam-1', 'vha-9')
('cpi-2', 'F13E9.15')
('sdz-4', 'Y57G11C.44')
('Y43H11AL.1', 'nmur-1')
('C27A12.7', 'rps-9')
('efl-1', 'snf-1')
('B0261.1', 'sre-41')
('apm-3', 'T21B6.3')
('arx-6', 'T20F10.2')
('piga-1', 'acl-5')
('eif-2Bgamma', 'ZC449.5')
('R07H5.8', 'H04M03.12')
('syf-1', 'sri-74')
('T04B8.5', 'ist-1')
('yars-1', 'npr-6')
('npp-13', 'C26B9.6')
('Y41D4A.4', 'zipt-13')
('W04C9.4', 'srz-91')
('ada-2', 'D2063.1')
('R107.5', 'cyp-13B2')
('adt-1', 'Y75B8A.34')
('rnp-2', 'cua-1')
('aqp-11', 'epac-1')
('Y48C3A.14', 'tsp-7')
('mut-7', 'C06G1.2')
('K09E9.3', 'rgef-1')
('xrn-1', 'tag-180')
('nhr-59', 'F10G7.10')
('npp-19', 'sul-2')
('Y54G2A.75', 'W08F4.12')
('nrd-1', 'str-164')
('C48B6.10', 'M03B6.1')
('T01H3.3', 'frm-10')
('swp-1', 'cyp-33C4')
('F44E2.6', 'flp-32')
('T19A5.1', 'csnk-1')
('mmab-1', 'F28C1.3')
('nhr-122', 'M02A10.1')
('asns-2', 'sre-1')
('mys-2', 'gei-3')
('F55C9.15', 'F18G5.1')
('isw-1', 'cwp-2')
('B0024.10', 'oac-29')
('tlk-1', 'srh-207')
('riok-2', 'adm-2')
('ced-9', 'H32K21.1')
('D2089.8', 'snt-5')
('Y13C8A.2', 'C32D5.1')
('lid-1', 'R01E6.2')
('pole-2', 'Y42H9AR.2')
('Y69H2.9', 'nhr-238')
('mfap-1', 'C01G6.5')
('rpac-19', 'abu-11')
('T28F4.5', 'T10B9.9')
('adss-1', 'sra-1')
('hda-3', 'T05A8.3')
('Y108G3AL.2', 'lact-4')
('cyh-1', 'F59F5.5')
('F21D5.6', 'eat-4')
('mat-1', 'ocr-1')
('pals-25', 'ubq-2')
('F43D2.6', 'T08G5.15')
('T13H5.4', 'mec-1')
('Y53G8AR.5', 'axl-1')
('B0001.5', 'rpl-24.1')
('ddl-1', 'F49D11.2')
('rad-26', 'nkb-1')
('ced-12', 'T24E12.6')
('rap-1', 'ZC477.2')
('evl-18', 'D1054.9')
('R12C12.6', 'Y66C5A.1')
('pad-2', 'C54H2.4')
('let-502', 'asg-2')
('dnj-11', 'F40H6.1')
('oac-46', 'cdr-6')
('C49C3.7', 'T14G11.1')
('R166.2', 'K08D12.4')
('F56G4.6', 'rop-1')
('B0495.9', 'str-4')
('Y25C1A.7', 'gcy-25')
('bcl-7', 'Y43B11AR.1')
('ltd-1', 'ZC247.1')
('eif-3.D', 'pdfr-1')
('sac-1', 'srz-24')
('swan-2', 'C09F5.1')
('djr-1.1', 'C11H1.7')
('hpo-21', 'F54H5.14')
('sna-2', 'B0238.12')
('riok-3', 'cnp-2')
('Y38H6A.5', 'best-22')
('zipt-11', 'R07E5.4')
('smg-4', 'kal-1')
('F37A4.1', 'D2085.7')
('eor-2', 'cut-3')
('pup-2', 'C09B8.8')
('zif-1', 'goa-1')
('ulp-3', 'nhr-42')
('C16B8.4', 'Y34B4A.6')
('F35G12.12', 'T20D3.2')
('hid-1', 'pfn-2')
('C44E4.4', 'somi-1')
('atp-4', 'nhr-168')
('Y37E11B.5', 'gbb-2')
('hse-5', 'W08E12.8')
('rab-35', 'unc-11')
('eme-1', 'mks-6')
('ccdc-55', 'F55C12.5')
('F49E7.2', 'elo-9')
('M03F8.3', 'lron-13')
('R02D3.7', 'col-186')
('W03F9.2', 'elo-2')
('F40B5.2', 'ZK1320.5')
('wdr-5.3', 'bus-8')
('C39B5.2', 'C18E3.3')
('C46F11.5', 'cul-6')
('pqn-85', 'arr-1')
('nepr-1', 'C06A8.3')
('efhd-1', 'rpl-9')
('W09C5.8', 'C25G6.1')
('F08F8.10', 'oig-3')
('F42A6.6', 'cpn-2')
('F10A3.17', 'aat-5')
('T28F2.2', 'icd-1')
('hars-1', 'lips-3')
('F13H10.3', 'dhp-1')
('F53F4.10', 'srw-1')
('aat-9', 'T15B7.15')
('Y43F4B.9', 'mbf-1')
('F25B4.5', 'B0198.2')
('F16B12.6', 'sup-12')
('F19B10.1', 'hum-5')
('gsp-4', 'ZK154.6')
('fbxb-8', 'sru-38')
('dnj-15', 'F49C12.12')
('ebax-1', 'D1053.3')
('Y37E11AM.2', 'Y48C3A.3')
('mrpl-1', 'Y57E12AR.1')
('aak-2', 'R13A5.7')
('K09E4.2', 'C50D2.6')
('tofu-6', 'nlp-2')
('Y94H6A.5', 'W02B12.1')
('ceh-100', 'F36H1.11')
('F18C12.3', 'rps-23')
('daf-10', 'Y46D2A.1')
('F58B3.7', 'nhr-225')
('F57H12.5', 'Y37D8A.4')
('smo-1', 'egl-47')
('Y75B8A.8', 'kgb-1')
('Y60A3A.9', 'lin-10')
('mut-15', 'srg-61')
('Y67D8C.3', 'ins-30')
('C47D12.4', 'F31D4.5')
('rad-23', 'ugt-56')
('C26E6.12', 'mcu-1')
('F22E5.7', 'Y48G8AR.2')
('coq-6', 'trak-1')
('slc-25A10', 'nhx-2')
('npp-12', 'ZK856.6')
('ubc-9', 'srz-29')
('tbcd-1', 'Y71G12B.23')
('C56G2.15', 'F14B6.2')
('ftn-2', 'T25F10.3')
('Y110A7A.7', 'K10C9.1')
('C45G7.4', 'oatr-1')
('hmt-1', 'Y67D8B.4')
('parg-1', 'F53F8.7')
('F56E10.1', 'F16C3.3')
('fbxb-7', 'ncx-4')
('yars-2', 'B0252.8')
('T25G3.1', 'F09F9.5')
('T01B6.1', 'F38H4.3')
('arl-5', 'nhr-255')
('C45B11.9', 'ttr-5')
('rab-8', 'H19N07.3')
('nduo-5', 'rps-27')
('Y48E1B.3', 'bath-37')
('lin-42', 'srh-308')
('praf-3', 'F58G6.8')
('C25G4.3', 'fkh-5')
('pqn-70', 'mtch-1')
('syx-7', 'R06A10.1')
